"0001","2116","0","1"
"0001","1007","0","10"
"0001","1008","0","11"
"0001","1009","0","12"
"0001","1010","0","13"
"0001","1011","0","14"
"0001","1012","0","15"
"0001","1014","0","16"
"0001","1015","0","17"
"0001","1024","0","18"
"0001","1017","0","19"
"0001","2105","0","2"
"0001","1088","0","20"
"0001","1087","0","21"
"0001","1086","0","22"
"0001","1085","0","23"
"0001","1243","0","24"
"0001","1316","0","25"
"0001","1317","0","26"
"0001","1318","0","27"
"0001","1319","0","28"
"0001","1320","0","29"
"0001","2002","0","3"
"0001","1321","0","30"
"0001","3008","0","31"
"0001","3009","0","32"
"0001","3010","0","33"
"0001","3011","0","34"
"0001","3012","0","35"
"0001","3013","0","36"
"0001","3001","0","37"
"0001","3029","0","38"
"0001","3028","0","39"
"0001","1001","0","4"
"0001","1002","0","5"
"0001","1003","0","6"
"0001","1004","0","7"
"0001","1005","0","8"
"0001","1006","0","9"
"0001","3028","1","1"
"0001","1016","1","1"
"0001","1322","1","10"
"0001","1033","1","10"
"0001","1323","1","11"
"0001","1034","1","11"
"0001","1324","1","12"
"0001","1035","1","12"
"0001","1325","1","13"
"0001","1036","1","13"
"0001","1037","1","14"
"0001","1470","1","14"
"0001","1327","1","15"
"0001","1038","1","15"
"0001","1212","1","16"
"0001","1039","1","16"
"0001","1213","1","17"
"0001","2003","1","17"
"0001","2112","1","18"
"0001","1057","1","18"
"0001","1056","1","19"
"0001","2116","1","19"
"0001","3027","1","2"
"0001","1025","1","2"
"0001","1055","1","20"
"0001","1054","1","21"
"0001","1023","1","22"
"0001","1016","1","23"
"0001","1025","1","24"
"0001","1026","1","25"
"0001","1027","1","26"
"0001","1028","1","27"
"0001","1029","1","28"
"0001","1030","1","29"
"0001","3032","1","3"
"0001","1026","1","3"
"0001","1031","1","30"
"0001","1032","1","31"
"0001","1033","1","32"
"0001","1034","1","33"
"0001","1035","1","34"
"0001","1036","1","35"
"0001","1037","1","36"
"0001","1038","1","37"
"0001","1039","1","38"
"0001","2003","1","39"
"0001","3002","1","4"
"0001","1027","1","4"
"0001","2112","1","40"
"0001","2116","1","41"
"0001","3003","1","5"
"0001","1028","1","5"
"0001","1029","1","6"
"0001","3004","1","6"
"0001","1030","1","7"
"0001","3005","1","7"
"0001","1031","1","8"
"0001","3006","1","8"
"0001","1032","1","9"
"0001","3007","1","9"
"0002","1090","0","1"
"0002","2801","0","1"
"0002","1063","0","10"
"0002","1047","0","10"
"0002","1064","0","11"
"0002","1048","0","11"
"0002","1077","0","12"
"0002","1049","0","12"
"0002","1066","0","13"
"0002","1050","0","13"
"0002","1067","0","14"
"0002","1091","0","14"
"0002","1090","0","15"
"0002","1068","0","15"
"0002","1088","0","16"
"0002","1069","0","16"
"0002","1087","0","17"
"0002","1070","0","17"
"0002","1086","0","18"
"0002","1071","0","18"
"0002","1085","0","19"
"0002","2815","0","2"
"0002","1088","0","2"
"0002","1243","0","20"
"0002","1060","0","21"
"0002","1061","0","22"
"0002","1062","0","23"
"0002","1063","0","24"
"0002","1064","0","25"
"0002","1077","0","26"
"0002","1066","0","27"
"0002","1067","0","28"
"0002","1068","0","29"
"0002","1328","0","3"
"0002","1087","0","3"
"0002","1069","0","30"
"0002","1070","0","31"
"0002","1071","0","32"
"0002","1040","0","4"
"0002","1086","0","4"
"0002","1085","0","5"
"0002","1101","0","5"
"0002","1243","0","6"
"0002","1042","0","6"
"0002","1060","0","7"
"0002","1043","0","7"
